scenario_id,title,question,scenario_fingerprint,trajectory_tags,expected_ready_to_record,branch_summary,gold_status,reviewer_ref,reviewed_at,reviewer_notes
fraction_addition_support_boundary,异分母分数加法·support_boundary,计算三分之一加六分之一，并说明为什么。,2b7512d6311105a477fc5e547618c8f7290c5585df73bd8554edf43f49823b37,negative_or_boundary|support_boundary|fraction_addition,false,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""off_topic"", ""response_kind"": ""off_topic"", ""student_response"": ""我刚才走神了，还没有回答这个问题。""}, {""branch_id"": ""off_topic_reason"", ""response_kind"": ""off_topic"", ""student_response"": ""我还没有找到题目里的关键数量关系，所以需要先澄清或获得提示。""}, {""branch_id"": ""off_topic_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""先把三分之一通分成六分之二。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""提示让我先抓住了第一步的数量关系，我会从这一步继续。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
fraction_addition_alternative_method,异分母分数加法·alternative_method,计算三分之一加六分之一，并说明为什么。,061ed5c7dd25e5ace00dac6ee82d08929a4aa2544e410c86ff2d09bd1634c878,positive|alternative_method|fraction_addition,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""alternative_method"", ""response_kind"": ""alternative_method"", ""student_response"": ""也可以画六等份，三分之一占两份，再加一份，共三份。""}, {""branch_id"": ""alternative_method_reason"", ""response_kind"": ""alternative_method"", ""student_response"": ""这种方法利用了逆运算或等价数量关系，也能独立得到结果。""}, {""branch_id"": ""alternative_method_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""六分之二加六分之一等于六分之三，也就是二分之一。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""我会再用代入或标准步骤复核，两个方法结果一致才算完整。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
decimal_multiplication_complete_reasoning,小数乘法·complete_reasoning,计算2.5乘4，并解释小数点怎样处理。,cc31a6a1d0761fc4263e40911b7a23568b3553cad28ecbd778247fbfd8d46c59,positive|complete_reasoning|decimal_multiplication,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""先按25乘4算出100。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""因为等式或数量关系两边做对应运算后，原来的关系仍然成立。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""2.5有一位小数，所以结果是10.0，也就是10。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""我会把求出的结果代回原题，检查它是否满足全部条件。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
decimal_multiplication_misconception_repair,小数乘法·misconception_repair,计算2.5乘4，并解释小数点怎样处理。,019d5d3e332f8d32dc6ddf790b54b8e6cae07819a1fd8fb6e0b00d1475c30cca,negative_or_boundary|misconception_repair|decimal_multiplication,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""incorrect"", ""response_kind"": ""incorrect"", ""student_response"": ""把小数点直接放在100的最左边，得到0.100。""}, {""branch_id"": ""incorrect_reason"", ""response_kind"": ""incorrect"", ""student_response"": ""我是把规则理解错了，只记了表面步骤，没有检查数量关系。""}, {""branch_id"": ""incorrect_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""应根据因数的小数位数确定积的小数位数。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""因为修正时要保持原来的等量或数量关系，不能只改一个符号。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
decimal_multiplication_support_boundary,小数乘法·support_boundary,计算2.5乘4，并解释小数点怎样处理。,f5966641a66434bbbba4db37adf186f2ec67355b093612679b63ff12468f0556,negative_or_boundary|support_boundary|decimal_multiplication,false,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""exit"", ""response_kind"": ""exit"", ""student_response"": ""我现在想先暂停，之后再继续。""}, {""branch_id"": ""exit_reason"", ""response_kind"": ""exit"", ""student_response"": ""我还没有找到题目里的关键数量关系，所以需要先澄清或获得提示。""}, {""branch_id"": ""exit_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""先按25乘4算出100。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""提示让我先抓住了第一步的数量关系，我会从这一步继续。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
decimal_multiplication_alternative_method,小数乘法·alternative_method,计算2.5乘4，并解释小数点怎样处理。,6a03c638d64ac2b5b7ba1dba06adaf0961279f60b78ed49bce5d4e9158bf8168,positive|alternative_method|decimal_multiplication,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""alternative_method"", ""response_kind"": ""alternative_method"", ""student_response"": ""也可以把2.5看成两个半，四个2.5正好是10。""}, {""branch_id"": ""alternative_method_reason"", ""response_kind"": ""alternative_method"", ""student_response"": ""这种方法利用了逆运算或等价数量关系，也能独立得到结果。""}, {""branch_id"": ""alternative_method_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""2.5有一位小数，所以结果是10.0，也就是10。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""我会再用代入或标准步骤复核，两个方法结果一致才算完整。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
rectangle_perimeter_complete_reasoning,长方形周长·complete_reasoning,长方形长8厘米、宽5厘米，周长是多少？说明理由。,a61c84b7e86d9941f5bcbd040b6e21e2bbef05525dca2629cf49133f9e23b73a,positive|complete_reasoning|rectangle_perimeter,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""周长是四条边的总长度，要用8加5再乘2。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""因为等式或数量关系两边做对应运算后，原来的关系仍然成立。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""8加5等于13，13乘2等于26厘米。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""我会把求出的结果代回原题，检查它是否满足全部条件。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
rectangle_perimeter_misconception_repair,长方形周长·misconception_repair,长方形长8厘米、宽5厘米，周长是多少？说明理由。,3edc2bf7fdffc2806fa8d7c54f4a6c846f61fd7d2c71a4ac8b2cd4a2555ef6cd,negative_or_boundary|misconception_repair|rectangle_perimeter,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""misconception"", ""response_kind"": ""misconception"", ""student_response"": ""只算8乘5，得到40厘米。""}, {""branch_id"": ""misconception_reason"", ""response_kind"": ""misconception"", ""student_response"": ""我是把规则理解错了，只记了表面步骤，没有检查数量关系。""}, {""branch_id"": ""misconception_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""8乘5算的是面积，不是四条边的总长。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""因为修正时要保持原来的等量或数量关系，不能只改一个符号。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
rectangle_perimeter_support_boundary,长方形周长·support_boundary,长方形长8厘米、宽5厘米，周长是多少？说明理由。,f0095e7d3a558a98fd8e544c8a684aa590e3cf5b0679eb050708a5176f49b0e8,negative_or_boundary|support_boundary|rectangle_perimeter,false,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""request_hint"", ""response_kind"": ""request_hint"", ""student_response"": ""我还不知道从哪里开始，能先给我一个小提示吗？""}, {""branch_id"": ""request_hint_reason"", ""response_kind"": ""request_hint"", ""student_response"": ""我还没有找到题目里的关键数量关系，所以需要先澄清或获得提示。""}, {""branch_id"": ""request_hint_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""周长是四条边的总长度，要用8加5再乘2。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""提示让我先抓住了第一步的数量关系，我会从这一步继续。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
rectangle_perimeter_alternative_method,长方形周长·alternative_method,长方形长8厘米、宽5厘米，周长是多少？说明理由。,6eb9a0b70a5644464e312bd7dfcc2cdb16a9cfc279e43a282a6e90bae5145b85,positive|alternative_method|rectangle_perimeter,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""alternative_method"", ""response_kind"": ""alternative_method"", ""student_response"": ""也可以直接算8加5加8加5，结果也是26厘米。""}, {""branch_id"": ""alternative_method_reason"", ""response_kind"": ""alternative_method"", ""student_response"": ""这种方法利用了逆运算或等价数量关系，也能独立得到结果。""}, {""branch_id"": ""alternative_method_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""8加5等于13，13乘2等于26厘米。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""我会再用代入或标准步骤复核，两个方法结果一致才算完整。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
chicken_rabbit_complete_reasoning,鸡兔同笼·complete_reasoning,鸡和兔共8只、共有26只脚，鸡兔各多少只？说明思路。,bc2dd884df5870549acf70b5580400396c6c8d13462506915476b141ed1cb7aa,positive|complete_reasoning|chicken_rabbit,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""假设全是鸡会有16只脚，比实际少10只。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""因为等式或数量关系两边做对应运算后，原来的关系仍然成立。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""每换成一只兔多2只脚，所以有5只兔、3只鸡。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""我会把求出的结果代回原题，检查它是否满足全部条件。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
chicken_rabbit_misconception_repair,鸡兔同笼·misconception_repair,鸡和兔共8只、共有26只脚，鸡兔各多少只？说明思路。,9eb2a14d46f67cd77e979af05945d0b7d27f3a39df50607ae825f6c49462408c,negative_or_boundary|misconception_repair|chicken_rabbit,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""incorrect"", ""response_kind"": ""incorrect"", ""student_response"": ""用26除以8，得到每只大约3只脚，所以各4只。""}, {""branch_id"": ""incorrect_reason"", ""response_kind"": ""incorrect"", ""student_response"": ""我是把规则理解错了，只记了表面步骤，没有检查数量关系。""}, {""branch_id"": ""incorrect_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""平均脚数不能直接确定鸡兔只数，要利用每换一只多2只脚。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""因为修正时要保持原来的等量或数量关系，不能只改一个符号。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
chicken_rabbit_support_boundary,鸡兔同笼·support_boundary,鸡和兔共8只、共有26只脚，鸡兔各多少只？说明思路。,fd6fe8add1ba97c2da770bfbc0ea877d50b2ed3442aaa34e443968f6267cb9c2,negative_or_boundary|support_boundary|chicken_rabbit,false,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""incomplete"", ""response_kind"": ""incomplete"", ""student_response"": ""我只想到先算一下，但还说不完整。""}, {""branch_id"": ""incomplete_reason"", ""response_kind"": ""incomplete"", ""student_response"": ""我还没有找到题目里的关键数量关系，所以需要先澄清或获得提示。""}, {""branch_id"": ""incomplete_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""假设全是鸡会有16只脚，比实际少10只。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""提示让我先抓住了第一步的数量关系，我会从这一步继续。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
